time,open,high,low,close,regime,direction,h1_direction,h1_adx,m15_adx,atr,atr_ratio,choch,fvg,zone,bos,ob,sweep,session,alert_fired,score,outcome
2025-12-12 17:25:00+00:00,4289.625,4289.695,4280.005,4282.435,1,-1,-1,41.10328980365845,46.247521384310296,10.704517424760738,1.5022752562879262,0,0,0,1,0,0,3,1,0.4,loss
2025-12-12 17:35:00+00:00,4286.745,4290.755,4283.365,4290.175,1,-1,-1,41.10328980365845,46.247521384310296,10.308282881553938,1.5022752562879262,0,0,0,1,0,0,3,1,0.4,loss
2025-12-12 18:10:00+00:00,4297.325,4303.085,4297.135,4301.2,1,-1,-1,38.7834154581852,42.264497378142856,8.073391114946553,1.2464608341344714,0,1,0,0,0,0,3,1,0.0,loss
2025-12-12 18:30:00+00:00,4295.51,4300.51,4294.085,4299.235,1,-1,-1,38.7834154581852,40.58901945931921,7.373117545657687,1.179591874046198,0,1,0,0,0,0,3,1,0.0,loss
2025-12-12 18:40:00+00:00,4299.04,4300.18,4291.76,4291.875,1,-1,-1,38.7834154581852,39.21139046820296,7.177739108245675,1.115014416865208,1,0,0,1,0,0,3,1,0.6,loss
2025-12-12 18:50:00+00:00,4291.82,4296.395,4291.72,4295.435,1,-1,-1,38.7834154581852,39.21139046820296,6.802795455579209,1.115014416865208,0,0,0,1,0,0,3,1,0.5,loss
2025-12-12 21:20:00+00:00,4300.11,4303.86,4299.97,4302.935,1,1,1,31.76726257605472,26.502991675797016,4.2054917559383,0.7659752180637496,0,1,0,0,0,0,1,1,-0.05,win
2025-12-12 21:30:00+00:00,4302.965,4302.99,4301.66,4302.425,1,1,1,31.76726257605472,25.08377399285717,3.828663809967256,0.7499636282304042,0,1,0,1,0,0,1,1,0.45,win
2025-12-15 09:10:00+00:00,4344.665,4349.64,4344.665,4349.06,1,1,1,25.02721345388677,32.63229452332236,2.964846255489857,0.953322511515197,1,0,0,1,0,0,4,1,0.5,loss
2025-12-15 09:20:00+00:00,4346.87,4347.305,4344.545,4345.115,1,1,1,25.02721345388677,32.63229452332236,3.014561312131542,0.953322511515197,0,0,0,1,1,0,4,1,0.3,loss
2025-12-16 08:15:00+00:00,4281.705,4281.705,4277.73,4278.0,1,-1,-1,25.98181930169912,34.31486994057749,3.7767113544599775,0.9574891364255526,1,0,1,1,0,0,4,1,0.5,loss
2025-12-16 08:25:00+00:00,4279.195,4280.905,4278.07,4279.115,1,-1,-1,25.98181930169912,35.03880391876469,3.707674586243555,0.9582752789333806,0,0,1,1,0,0,4,1,0.3,loss
